station_name,start_count,start_member_count,start_casual_count,end_count,end_member_count,end_casual_count,avg_lat,avg_lng,type,public transportation
S Reynolds St & Edsall Rd,555,203,352,528,209,319,38.8096024854988,-77.12891389797898,Living,
S Troy St & 26th St S,2315,1171,1144,2441,1248,1193,38.84799578796501,-77.07510393300856,Entertainment,Bus
S Wakefield St & 28th Rd S,287,118,169,339,144,195,38.84403801858305,-77.09809275348434,Work,Bus
S Wakefield St & 28th St S,1050,561,489,1163,669,494,38.84403896961841,-77.09809044531286,Living,
S Washington St & Wilkes St,1421,651,770,1658,776,882,38.80070417517312,-77.04806500671651,Entertainment,
S Wayne St and 9th St S,1169,549,620,1127,518,609,38.86470077026134,-77.08249592442131,Living,Bus
S Wayne and 9th St,5,5,0,7,7,0,38.864535653500006,-77.0835203715,Entertainment,Bus
Saint Asaph St & Madison St,6154,3087,3067,6659,3540,3119,38.81271247202402,-77.0441043343263,Entertainment,
Saint Asaph St & Pendleton  St,405,228,177,389,173,216,38.810743851514914,-77.04466281924317,Work,Metro
School St & George Mason Blvd,140,44,96,144,41,103,38.83738188306428,-77.30938502091786,Living,Metro
Seatrend Way & Topsails Ln,281,45,236,275,36,239,38.77564504339798,-77.16000995696739,Living,
Shady Grove Hospital,192,75,117,199,79,120,39.09763688631308,-77.19663730829058,Living,
Shady Grove Metro East,1125,779,346,1059,818,241,39.12131753276181,-77.16496483903617,Entertainment,
Shady Grove Metro West,1875,875,1000,1779,807,972,39.119769149796326,-77.16608638535524,Work,
Shirlington Transit Center / Quincy St & Randolph St,897,317,580,962,441,521,38.83991471222644,-77.08708487623787,Living,Metro
Silver Spring Metro / Colesville Rd & Wayne Ave,4972,2706,2266,4366,2330,2036,38.99513580753263,-77.02921738401393,Work,
Silver Spring Transit Center - Top Level,2346,1422,924,1918,1154,764,38.99401390168728,-77.03038095446178,Living,Metro
Sligo Ave & Carroll Ln,2046,753,1293,1877,729,1148,38.990875724916634,-77.01630318269164,Entertainment,
Smithsonian-National Mall / Jefferson Dr & 12th St SW,106640,24061,82579,108841,26007,82834,38.88877660633711,-77.028690561752,Work,Metro
Soapstone Dr Convenience Center,545,127,418,674,128,546,38.93050987881122,-77.34587230978464,Entertainment,Metro
South Capitol & Atlantic St SW,1344,698,646,1358,786,572,38.83151825018741,-77.008136506599,Entertainment,
South Capitol St and Southern Ave SE,526,236,290,564,321,243,38.82158656280798,-77.00119490153074,Living,Bus
South Dakota Ave & 33rd St NE,594,240,354,650,287,363,38.92200808297671,-76.96072067575477,Living,Metro
South Dakota Ave & Bladensburg Rd NE,954,530,424,1008,520,488,38.92518206644497,-76.96488132062527,Work,Metro
South Dakota Ave & Decatur St NE ,276,176,100,307,190,117,38.948307175172104,-76.99181366612561,Living,
South Gate Community Center,524,104,420,552,101,451,38.9414939213434,-77.36650099066128,Work,Metro
South Lakes Dr and Reston Pkwy,494,123,371,386,115,271,38.94335999271775,-77.36230965776815,Living,
South St & University Dr,75,33,42,70,37,33,38.84424958056,-77.30533646564666,Entertainment,Bus
Southern Ave Metro,630,257,373,531,219,312,38.840106841824145,-76.9752988282799,Entertainment,
Spring Hill Metro,1009,326,683,979,314,665,38.92926733907879,-77.24069245156782,Work,Bus
Spring St & 2nd Ave,1189,457,732,955,437,518,38.99761151765527,-77.03449698584669,Entertainment,
St Asaph & Pendleton St,5466,3183,2283,5758,3085,2673,38.81074536520623,-77.04462800485268,Work,Metro
St. Asaph & Montgomery St,160,78,82,215,109,106,38.81418267638082,-77.04380933844476,Entertainment,
St. Elizabeths West Campus/DHS ,3205,1769,1436,2723,1918,805,38.85312983344244,-77.00517224457323,,
Stadium Armory Metro,10721,7617,3104,10375,7540,2835,38.885498855182206,-76.9771967662557,Living,
Stanton Square SE,878,524,354,638,413,225,38.85500324303905,-76.98448737010742,Entertainment,Metro
State Theatre / Park Pl & N Washington St,411,198,213,365,192,173,38.882747101758156,-77.1700264381884,Entertainment,
Stewart & April,480,43,437,488,42,446,39.04492837037304,-76.98113281748684,Entertainment,
Stewart Ln & Old Columbia Pike,503,68,435,430,61,369,39.045649035448314,-76.98544093315869,Work,
Sunrise Valley Dr & Roland Clarke Pl,197,21,176,203,19,184,38.94936362622758,-77.35039834588665,Entertainment,Bus
Sunset Hills & Old Reston Ave,1238,139,1099,1229,144,1085,38.955076287296095,-77.35164530794131,Entertainment,Bus
Sunset Hills Rd & Discovery Square,937,636,301,686,500,186,38.95534035787645,-77.35761138848173,Entertainment,Metro
Sunset Hills Rd & Isaac Newton Square,2845,825,2020,2870,879,1991,38.95144243661807,-77.34037360447665,Living,Metro
TJ Cmty Ctr / 2nd St & S Old Glebe Rd,7367,4466,2901,7343,4250,3093,38.86942411499409,-77.09560131624326,Living,Bus
Takoma Metro,18190,10952,7238,16116,10279,5837,38.9752037387005,-77.01685658572727,Work,Metro
Takoma Park Rec Center,893,278,615,1124,344,780,38.98263975481288,-76.98832020498747,Work,Metro
Tanger Outlets,4181,698,3483,3998,695,3303,38.796810633655355,-77.002618658588,Work,Metro
Tanner Park,36201,24816,11385,35868,24945,10923,38.911224901200804,-77.00225826119919,Work,
Temporary Rd & Old Reston Ave,1109,213,896,1085,206,879,38.960082262211834,-77.35341734879955,Work,Metro
Tenleytown / Wisconsin Ave & Albemarle St NW,20540,13579,6961,14859,9574,5285,38.94759132366388,-77.07935898124356,Living,
The Mall at Prince Georges,3864,1506,2358,3772,1666,2106,38.96884612684657,-76.95417558557435,Entertainment,Metro
The Shoppes @ Burnt Mills,472,130,342,692,142,550,39.03136324371741,-77.00412978033174,Living,Metro
Thomas Circle,91424,60726,30698,82595,56331,26264,38.905899919218015,-77.03250579227156,Living,
Thomas Jefferson St NW & Water/K St NW,26819,13096,13723,39222,19444,19778,38.902829237216466,-77.060146647626,Work,Bus
Topsails Ln & Seatrend Way,20,11,9,30,12,18,38.7756461269,-77.16001227562501,Work,
Towers Crescent Dr & Tysons One Pl,448,201,247,458,208,250,38.91523340143581,-77.2201685828908,Entertainment,Metro
Town Center Pkwy & Bowman Towne Dr,758,298,460,810,301,509,38.9625251088077,-77.36190211593801,Work,Bus
Town Center Pkwy & Sunset Hills Rd,1072,319,753,1034,331,703,38.955186448808384,-77.36309043414892,Work,Bus
Traville Gateway Dr & Gudelsky Dr,504,92,412,504,92,412,39.093771942053905,-77.20250151329927,Entertainment,Bus
Trinidad Rec Center,8712,5346,3366,8242,4801,3441,38.906299648309734,-76.98322146215591,Living,Bus
Troy St & 26th St S,2736,901,1835,2784,907,1877,38.84798115617858,-77.07510896094328,Living,Bus
Twinbrook Metro,2027,947,1080,1954,1006,948,39.06203544398385,-77.12077467431197,Work,Metro
Tyco Rd & Boyd Pointe Way,155,81,74,198,93,105,38.93077125546237,-77.24142015355483,Living,
Tysons Corner Station,1280,621,659,1265,664,601,38.920937495406164,-77.2221159239043,Living,Bus
Tysons Metro North,1852,1074,778,1730,999,731,38.92097165674919,-77.22194179766146,Entertainment,Metro
Tysons Metro South,711,274,437,666,251,415,38.91947464541022,-77.22118507542663,Work,
Tysons One Pl & Chain Bridge Rd,738,121,617,705,129,576,38.919479384942534,-77.22118338538507,Entertainment,Metro
Tysons West Transit Center,391,130,261,421,130,291,38.932634942869086,-77.2318245844411,Entertainment,Metro
US Dept of State / Virginia Ave & 21st St NW,16154,11160,4994,16527,11873,4654,38.89490646218554,-77.04658544056943,Living,Bus
USDA / 12th & C St SW,23641,8875,14766,26410,9369,17041,38.88628752242664,-77.02824207220029,Living,Bus
Union Market,36791,21355,15436,39534,22470,17064,38.90791118046789,-76.99707336301307,Entertainment,
United Medical Center,378,130,248,347,135,212,38.83573859071157,-76.98314781053321,Work,
University Dr & Democracy Ln,121,36,85,129,57,72,38.84942402309091,-77.30443383991323,Work,
Utah St & 11th St N,3521,2295,1226,3239,2175,1064,38.88367343965085,-77.11390203202637,Entertainment,Bus
Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,170,61,109,126,31,95,38.87326097427647,-77.27299954082059,Living,
Vaden Dr & Royal Victoria Dr/Providence Community Center,195,60,135,188,60,128,38.873259882387174,-77.2730055315889,Living,Metro
Valley Ave & Wheeler Rd SE,1329,425,904,1558,486,1072,38.836656906068626,-76.99358816368951,Entertainment,Metro
Van Dorn Metro,521,230,291,656,388,268,38.80009656472194,-77.12995034448471,Entertainment,Metro
Van Ness Metro / UDC,18012,11924,6088,17462,11997,5465,38.94454381799177,-77.06388300269826,Entertainment,Metro
Vantage Hill Rd & Wainwright Dr,187,40,147,164,42,122,38.96669997528225,-77.34849249116681,Entertainment,
Vermont Ave & I St NW,47776,29475,18301,50465,30769,19696,38.90114038825887,-77.03445320418015,Living,Bus
Veterans Pl & Pershing Dr ,2424,1219,1205,2359,1158,1201,38.99745305447087,-77.02390562952722,Living,Metro
Vienna Metro South,822,417,405,785,422,363,38.8774128792348,-77.27075475330838,Work,Bus
Virginia Ave & 25th St NW,33857,21589,12268,36415,23425,12990,38.89879446966177,-77.05340019690018,Entertainment,Metro
Virginia Ave & C St NW,4438,2754,1684,5009,3284,1725,38.89406261024416,-77.04433289836186,Entertainment,
Virginia Hospital Center,1393,788,605,1361,861,500,38.88793976571737,-77.12801394626038,Living,Bus
Virginia Square Metro / Monroe St & 9th St N,19196,11531,7665,16283,10497,5786,38.8827868785818,-77.10315719430443,Work,Metro
Virginia Theological Seminary,737,134,603,648,113,535,38.82014904738891,-77.09390426330273,Entertainment,
Vy Reston Heights,1193,214,979,1140,206,934,38.94902068671467,-77.35514799358384,Entertainment,Bus
W Broad St & Little Falls St,2360,1173,1187,2371,1089,1282,38.883598813899944,-77.17343496185363,Entertainment,Metro
W Columbia St & N Washington St,2410,1651,759,2266,1489,777,38.8856229262622,-77.1669173499468,Entertainment,Bus
W&OD Trail & Explorer St/Reston Bus Station,1077,285,792,1090,290,800,38.957026431110336,-77.35970469548205,Entertainment,Bus
W&OD Trail & Langston Blvd,3154,2222,932,3079,2146,933,38.88714558205274,-77.16211099885227,Entertainment,Metro
W&OD Trail bridge & N Washington St,2,2,0,2,2,0,38.88715,-77.16212,Entertainment,Bus
W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,1449,315,1134,1421,328,1093,38.951433552160765,-77.33990275276798,Living,Metro
W&OD Trail/Sunset Hills Rd & Old Reston Ave,1044,218,826,1034,207,827,38.95506051678831,-77.35145605668885,Work,Metro
WAU / Flower Ave & Division St,4037,2118,1919,4114,2149,1965,38.9866865066122,-77.00004221481115,Entertainment,
Wakefield High School,2895,1441,1454,2500,1256,1244,38.84713790285642,-77.11253966261643,Entertainment,Metro
Walter Reed Dr & 16th St S,41,12,29,29,7,22,38.857803,-77.086733,Entertainment,
Walter Reed Dr & 8th St S,3634,1966,1668,3353,1946,1407,38.86613187006644,-77.08785907990818,Entertainment,
Ward Circle / American University,10464,5511,4953,8608,4745,3863,38.93873206652701,-77.0871450753288,Living,
Washington & Independence Ave SW/HHS,49733,19305,30428,52144,21903,30241,38.88698236840919,-77.01376902881299,Work,Metro
Washington Blvd & 10th St N,11323,6788,4535,8803,5508,3295,38.88473615622354,-77.09348346577103,Living,
Washington Blvd & 7th St N,5030,3005,2025,4398,2665,1733,38.88081420197172,-77.09077227460904,Entertainment,Bus
Washington Blvd & N Frederick St,1477,918,559,1438,905,533,38.884828711243316,-77.12767408289943,Entertainment,Bus
Washington Blvd & Walter Reed Dr ,5991,3562,2429,5970,3569,2401,38.87323624983496,-77.08209986846583,Work,Metro
Washington-Liberty High School / N Stafford St & Generals Way,6432,4251,2181,5795,3928,1867,38.88828516889599,-77.11105943954612,Work,Metro
Waterfront Park,7877,4879,2998,9700,6073,3627,38.8748230601544,-77.02078975429083,Living,
West Falls Church Metro,1656,725,931,1335,730,605,38.90012174411774,-77.18870240650342,Living,Metro
West Hyattsville Metro,9351,3874,5477,9342,3466,5876,38.955327294175575,-76.96807361594011,Living,
Westbranch & Jones Branch Dr,302,120,182,324,138,186,38.93108549632174,-77.22073193125553,Work,Metro
Westbranch Dr & Jones Branch Dr,3,3,0,6,3,3,38.93109445116667,-77.22073178050002,Entertainment,Bus
Westbranch Dr & Maitland St,110,39,71,121,32,89,38.92794950148637,-77.22081887196364,Living,
Western Ave & Pinehurst Cir NW ,322,114,208,336,117,219,38.97573784173913,-77.06640985042185,Entertainment,Bus
Westover Library / Washington Blvd & N McKinley Rd,2159,1279,880,2189,1184,1005,38.886044977857495,-77.14230901526358,Entertainment,
Westpark & Jones Branch Dr,1103,352,751,989,277,712,38.92442119217385,-77.21765620929506,Living,
Westpark & Park Run Dr,815,258,557,757,234,523,38.92891352239839,-77.22536624724015,Entertainment,Metro
Westpark Dr & Leesburg Pike,1176,356,820,1197,371,826,38.9240293308292,-77.23596845176147,Living,Metro
Wheaton Library & Community Rec Center,1086,396,690,1046,362,684,39.04731130469438,-77.05109257284687,Work,Bus
Wheaton Metro / Georgia Ave & Reedie Dr,2730,1292,1438,2474,1219,1255,39.03839379663118,-77.05101293453265,Entertainment,
Wheeler Ave & S. Floyd St.,1314,522,792,1438,514,924,38.80815951156328,-77.1007892427109,Entertainment,Metro
White Flint Metro,981,573,408,719,476,243,39.047522263401596,-77.11286534904161,Entertainment,
White House,660,536,124,653,566,87,38.89554190512496,-77.03791580634532,Entertainment,
White Oak Rec Center,321,70,251,289,73,216,39.04614282699082,-76.97571938384998,Living,
White Oak Transit Center,511,80,431,486,88,398,39.041040011742005,-76.98713028695383,Living,Metro
Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon,1382,708,674,1238,702,536,38.916502762898816,-77.09089306380355,Work,
Whiting & Lane Dr,604,200,404,569,173,396,38.809743704941695,-77.13582124648812,Work,Metro
Wiehle Ave & Reston Station Blvd,1193,488,705,1176,467,709,38.946608129284215,-77.33939307829483,Entertainment,Metro
Wiehle-Reston Metro South,1299,464,835,1247,471,776,38.94661190807737,-77.33939244975289,Work,Metro
Wilson Blvd & Ft Myer Dr,8524,5571,2953,11480,7408,4072,38.894605797326115,-77.07229098317835,Living,Bus
Wilson Blvd & N Edgewood St,13383,9012,4371,11216,7531,3685,38.889336317477614,-77.09195282301975,Living,Metro
Wilson Blvd & N Franklin Rd,10401,6578,3823,7082,4296,2786,38.89040396127524,-77.08889536735063,Living,
Wilson Blvd & N Illinois St ,4770,3128,1642,4823,3250,1573,38.87652659920926,-77.1271174153143,Entertainment,
Wilson Blvd & N Oak St,14398,9219,5179,14659,9784,4875,38.895083439877084,-77.07381862704257,Entertainment,Bus
Wilson Blvd & N Quincy St,18099,10787,7312,16491,10349,6142,38.880003133173126,-77.1078388079408,Work,Metro
Wilson Blvd & N Quinn St,14570,9553,5017,12747,8547,4200,38.894002154334274,-77.07856796347554,Living,Bus
Wilson Blvd & N Troy St,9606,5910,3696,7355,4303,3052,38.89255447768427,-77.08207915010406,Entertainment,
Wilson Blvd & N Uhle St,12864,9202,3662,8029,6237,1792,38.89170168371419,-77.08459478497562,Work,
Wilson Blvd & N Vermont St,3259,2219,1040,3233,2135,1098,38.87946971535734,-77.1145317277092,Living,Metro
Wilson Blvd. & N. Vermont St.,3847,2315,1532,3505,2091,1414,38.87947701124419,-77.11454577617786,Living,Bus
Windham Ln & Amherst Ave,1432,394,1038,1496,461,1035,39.03199666898359,-77.0473404280909,Living,
Wisconsin Ave & Brandywine St NW,10541,6911,3630,7375,4939,2436,38.94980250676411,-77.0801828781135,Living,Metro
Wisconsin Ave & Ingomar St NW,5938,4030,1908,4489,3021,1468,38.958272420977906,-77.08462823632254,Entertainment,Metro
Wisconsin Ave & Newark St NW,28354,17168,11186,23401,14887,8514,38.9348966600991,-77.07274325735267,Entertainment,
Wisconsin Ave & O St NW,53375,32589,20786,57254,32417,24837,38.90848899368267,-77.06358889656536,Work,
Wisconsin Ave & Rodman St NW,8471,5713,2758,5110,3758,1352,38.939666523089855,-77.07524685515563,Work,
Wisconsin Ave & Upton St NW,2772,1593,1179,2446,1421,1025,38.94179989190206,-77.07641557862662,Living,Bus
Woodglen Dr & Executive Blvd,3126,1174,1952,3097,1343,1754,39.043172085716286,-77.11349314398302,Living,
Woodley Park Metro / Calvert St & Connecticut Ave NW,47071,27730,19341,38240,22811,15429,38.92338739100405,-77.05182428049733,Entertainment,Bus
Woodmont Ave & Strathmore St,10862,5384,5478,9885,5314,4571,38.97986942019928,-77.09351133717476,Entertainment,
Woody Ward Rec Center,191,127,64,207,142,65,38.87957691667976,-76.92660561383683,Living,Metro
Yuma St & Tenley Circle NW,4516,3210,1306,2307,1793,514,38.94617791820268,-77.08055299884828,Entertainment,Metro
